timestamp,price,volume,rsi,adx,atr,range_low,range_high,sma_5,avg_volume,volume_spike_threshold,is_trending,is_choppy,bull_breakout,bear_breakdown,rsi_bullish,rsi_bearish,volume_spike,macro_bullish,macro_bearish,long_signal,short_signal,exit_long,exit_short,currently_long,currently_short,entry_price,stop_loss,take_profit,position,final_signal,signal_reason
2025-02-21 15:15:00-05:00,38.9,241615,42.35074626865671,1.2048192771080204,0.79857142857143,37.83,42.23,38.52,398074.2,597111.3,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,,,,0,HOLD,
2025-02-21 15:30:00-05:00,38.47,327440,25.89473684210523,4.989728499250047,0.7414285714285731,37.83,41.1,38.554,382407.6,573611.3999999999,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,,,,0,HOLD,
2025-02-21 15:45:00-05:00,38.78,658509,33.846153846153854,8.504287062667641,0.696428571428573,37.83,41.1,38.69,376622.1,564933.1499999999,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,,,,0,HOLD,
2025-02-24 09:30:00-05:00,37.78,1926368,28.893058161350837,13.1888087896825,0.8342857142857157,37.83,41.1,38.566,443367.2,665050.8,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,,,,0,HOLD,
2025-02-24 09:45:00-05:00,35.34,1270300,21.212121212121204,17.575143556685738,0.9635714285714297,35.9,41.1,37.854,490729.65,736094.4750000001,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,,,,0,HOLD,
2025-02-24 10:00:00-05:00,35.12,1364109,22.0,21.9093626835162,1.0142857142857156,35.2,41.1,37.098,547031.85,820547.7749999999,True,False,False,True,False,True,True,False,True,False,True,False,False,False,False,,,,0,HOLD,
2025-02-24 10:15:00-05:00,34.52,618206,22.1264367816092,25.713376985686978,1.0364285714285728,34.01,41.1,36.30800000000001,564520.3,846780.4500000001,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,35.12,36.13428571428571,33.091428571428565,0,HOLD,
2025-02-24 10:30:00-05:00,34.48,502073,18.74999999999997,29.299775304640992,1.0321428571428584,34.01,41.1,35.448,536363.45,804545.1749999999,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,35.12,36.13428571428571,33.091428571428565,0,HOLD,
2025-02-24 10:45:00-05:00,34.69,487043,19.469026548672574,32.98476428911768,1.0335714285714295,34.01,40.95,34.83,540679.55,811019.3250000001,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,35.12,36.13428571428571,33.091428571428565,0,HOLD,
2025-02-24 11:00:00-05:00,35.34,407987,26.9493844049248,35.14896556057729,1.0557142857142867,34.01,40.59,34.83,544573.35,816860.0249999999,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,35.12,36.13428571428571,33.091428571428565,0,HOLD,
