trade_number,timestamp,symbol,action,signal,quantity,price,commission,pnl,return_pct
60,2025-05-02T09:50:00-04:00,XLV,SELL,Price $138.43 < 5-SMA $138.69,720,138.43,1.0,-216.99999999998772,-0.21724635736924447
61,2025-05-02T12:00:00-04:00,XLV,BUY,Breakout > $138.23 | ADX=29.7 | RSI=60.7 | Vol spike 1.5x | SPY bullish | SL=$138.13 | TP=$138.74,721,138.33,1.0,,
62,2025-05-02T12:15:00-04:00,XLV,SELL,Price $138.23 < 5-SMA $138.25,721,138.23,1.0,-73.1000000000164,-0.07329281139896364
63,2025-05-02T15:15:00-04:00,XLV,BUY,Breakout > $138.53 | ADX=24.7 | RSI=62.1 | Vol spike 1.5x | SPY bullish | SL=$138.50 | TP=$138.91,720,138.64,1.0,,
64,2025-05-02T15:40:00-04:00,XLV,SELL,Price $138.78 < 5-SMA $138.78,720,138.78,1.0,99.80000000001064,0.09997816108306068
65,2025-05-07T12:35:00-04:00,XLV,BUY,Breakout > $135.16 | ADX=42.1 | RSI=74.5 | Vol spike 1.5x | SPY bullish | SL=$135.18 | TP=$135.58,738,135.31,1.0,,
66,2025-05-07T13:00:00-04:00,XLV,SELL,Take profit hit at $135.58 (TP: $135.58),738,135.58,1.0,198.26000000000755,0.19853839053121042
67,2025-05-15T15:55:00-04:00,XLV,BUY,Breakout > $130.49 | ADX=37.1 | RSI=65.0 | Vol spike 1.5x | SPY bullish | SL=$130.36 | TP=$130.87,765,130.53,1.0,,
68,2025-05-16T09:30:00-04:00,XLV,SELL,Price $130.37 < 5-SMA $130.38,765,130.37,1.0,-123.39999999999739,-0.12357739535102379
69,2025-05-16T15:55:00-04:00,XLV,BUY,Breakout > $133.03 | ADX=44.5 | RSI=68.1 | Vol spike 1.5x | SPY bullish | SL=$132.98 | TP=$133.37,750,133.11,1.0,,
70,2025-05-19T09:30:00-04:00,XLV,SELL,Take profit hit at $133.45 (TP: $133.37),750,133.45,1.0,253.99999999998124,0.25442361531948815
71,2025-05-19T15:35:00-04:00,XLV,BUY,Breakout > $134.03 | ADX=27.5 | RSI=64.7 | Vol spike 1.5x | SPY bullish | SL=$133.96 | TP=$134.23,745,134.05,1.0,,
72,2025-05-19T15:50:00-04:00,XLV,SELL,Take profit hit at $134.25 (TP: $134.23),745,134.25,1.0,147.99999999999153,0.14819524723822788
73,2025-05-19T15:55:00-04:00,XLV,BUY,Breakout > $134.38 | ADX=34.2 | RSI=80.5 | Vol spike 1.5x | SPY bullish | SL=$134.28 | TP=$134.63,743,134.4,1.0,,
74,2025-05-20T10:00:00-04:00,XLV,SELL,Take profit hit at $134.69 (TP: $134.63),743,134.69,1.0,214.4699999999941,0.21477024880782744
75,2025-05-20T13:55:00-04:00,XLV,BUY,Breakout > $134.92 | ADX=48.5 | RSI=87.0 | Vol spike 1.5x | SPY bullish | SL=$134.83 | TP=$135.14,740,134.93,1.0,,
76,2025-05-20T14:15:00-04:00,XLV,SELL,Price $134.89 < 5-SMA $134.98,740,134.89,1.0,-30.600000000015143,-0.030646214491468277
