timestamp,value,cash,positions_value
2025-04-29 06:30:00,250000.0,250000.0,0.0
2025-04-29 06:35:00,250000.0,250000.0,0.0
2025-04-29 06:40:00,250000.0,250000.0,0.0
2025-04-29 06:45:00,250000.0,250000.0,0.0
2025-04-29 06:50:00,250000.0,250000.0,0.0
2025-04-29 06:55:00,250000.0,250000.0,0.0
2025-04-29 07:00:00,250000.0,250000.0,0.0
2025-04-29 07:05:00,250000.0,250000.0,0.0
2025-04-29 07:10:00,250000.0,250000.0,0.0
2025-04-29 07:15:00,250000.0,250000.0,0.0
2025-04-29 07:20:00,250000.0,250000.0,0.0
2025-04-29 07:25:00,250000.0,250000.0,0.0
2025-04-29 07:30:00,250000.0,250000.0,0.0
2025-04-29 07:35:00,250000.0,250000.0,0.0
2025-04-29 07:40:00,250000.0,250000.0,0.0
2025-04-29 07:45:00,250000.0,250000.0,0.0
2025-04-29 07:50:00,250000.0,250000.0,0.0
2025-04-29 07:55:00,250000.0,250000.0,0.0
2025-04-29 08:00:00,250000.0,250000.0,0.0
2025-04-29 08:05:00,250000.0,250000.0,0.0
2025-04-29 08:10:00,250000.0,250000.0,0.0
2025-04-29 08:15:00,250000.0,250000.0,0.0
2025-04-29 08:20:00,250000.0,250000.0,0.0
2025-04-29 08:25:00,250000.0,250000.0,0.0
2025-04-29 08:30:00,250000.0,250000.0,0.0
2025-04-29 08:35:00,250000.0,250000.0,0.0
2025-04-29 08:40:00,250000.0,250000.0,0.0
2025-04-29 08:45:00,250000.0,250000.0,0.0
2025-04-29 08:50:00,250000.0,250000.0,0.0
2025-04-29 08:55:00,250000.0,250000.0,0.0
2025-04-29 09:00:00,250000.0,250000.0,0.0
2025-04-29 09:05:00,250000.0,250000.0,0.0
2025-04-29 09:10:00,250000.0,250000.0,0.0
2025-04-29 09:15:00,250000.0,250000.0,0.0
2025-04-29 09:20:00,250000.0,250000.0,0.0
2025-04-29 09:25:00,250000.0,250000.0,0.0
2025-04-29 09:30:00,250000.0,250000.0,0.0
2025-04-29 09:35:00,250000.0,250000.0,0.0
2025-04-29 09:40:00,250000.0,250000.0,0.0
2025-04-29 09:45:00,250000.0,250000.0,0.0
2025-04-29 09:50:00,250000.0,250000.0,0.0
2025-04-29 09:55:00,250000.0,250000.0,0.0
2025-04-29 10:00:00,250000.0,250000.0,0.0
2025-04-29 10:05:00,250000.0,250000.0,0.0
2025-04-29 10:10:00,250000.0,250000.0,0.0
2025-04-29 10:15:00,250000.0,250000.0,0.0
2025-04-29 10:20:00,250000.0,250000.0,0.0
2025-04-29 10:25:00,250000.0,250000.0,0.0
2025-04-29 10:30:00,250000.0,250000.0,0.0
2025-04-29 10:35:00,250000.0,250000.0,0.0
2025-04-29 10:40:00,250000.0,250000.0,0.0
2025-04-29 10:45:00,250000.0,250000.0,0.0
2025-04-29 10:50:00,250000.0,250000.0,0.0
2025-04-29 10:55:00,250000.0,250000.0,0.0
2025-04-29 11:00:00,250000.0,250000.0,0.0
2025-04-29 11:05:00,250000.0,250000.0,0.0
2025-04-29 11:10:00,250000.0,250000.0,0.0
2025-04-29 11:15:00,250000.0,250000.0,0.0
2025-04-29 11:20:00,250000.0,250000.0,0.0
2025-04-29 11:25:00,250000.0,250000.0,0.0
2025-04-29 11:30:00,250000.0,250000.0,0.0
2025-04-29 11:35:00,250000.0,250000.0,0.0
2025-04-29 11:40:00,250000.0,250000.0,0.0
2025-04-29 11:45:00,250000.0,250000.0,0.0
2025-04-29 11:50:00,250000.0,250000.0,0.0
2025-04-29 11:55:00,250000.0,250000.0,0.0
2025-04-29 12:00:00,250000.0,250000.0,0.0
2025-04-29 12:05:00,250000.0,250000.0,0.0
2025-04-29 12:10:00,250000.0,250000.0,0.0
2025-04-29 12:15:00,250000.0,250000.0,0.0
2025-04-29 12:20:00,250000.0,250000.0,0.0
2025-04-29 12:25:00,250000.0,250000.0,0.0
2025-04-29 12:30:00,250000.0,250000.0,0.0
