timestamp,value,cash,positions_value
2025-06-27 10:45:00,100000.0,100000.0,0.0
2025-06-27 10:50:00,100000.0,100000.0,0.0
2025-06-27 10:55:00,100000.0,100000.0,0.0
2025-06-27 11:00:00,100000.0,100000.0,0.0
2025-06-27 11:05:00,100000.0,100000.0,0.0
2025-06-27 11:10:00,100000.0,100000.0,0.0
2025-06-27 11:15:00,100000.0,100000.0,0.0
2025-06-27 11:20:00,100000.0,100000.0,0.0
2025-06-27 11:25:00,100000.0,100000.0,0.0
2025-06-27 11:30:00,100000.0,100000.0,0.0
2025-06-27 11:35:00,100000.0,100000.0,0.0
2025-06-27 11:40:00,100000.0,100000.0,0.0
2025-06-27 11:45:00,100000.0,100000.0,0.0
2025-06-27 11:50:00,100000.0,100000.0,0.0
2025-06-27 11:55:00,100000.0,100000.0,0.0
2025-06-27 12:00:00,100000.0,100000.0,0.0
2025-06-27 12:05:00,100000.0,100000.0,0.0
2025-06-27 12:10:00,100000.0,100000.0,0.0
2025-06-27 12:15:00,100000.0,100000.0,0.0
2025-06-27 12:20:00,100000.0,100000.0,0.0
2025-06-27 12:25:00,100000.0,100000.0,0.0
2025-06-27 12:30:00,100000.0,100000.0,0.0
2025-06-27 12:35:00,100000.0,100000.0,0.0
2025-06-27 12:40:00,100000.0,100000.0,0.0
2025-06-27 12:45:00,100000.0,100000.0,0.0
2025-06-27 12:50:00,100000.0,100000.0,0.0
2025-06-27 12:55:00,100000.0,100000.0,0.0
