timestamp,value,cash,positions_value
2025-06-26 06:30:00,100000.0,100000.0,0.0
2025-06-26 06:35:00,100000.0,100000.0,0.0
2025-06-26 06:40:00,100000.0,100000.0,0.0
2025-06-26 06:45:00,100000.0,100000.0,0.0
2025-06-26 06:50:00,100000.0,100000.0,0.0
2025-06-26 06:55:00,100000.0,100000.0,0.0
2025-06-26 07:00:00,100000.0,100000.0,0.0
2025-06-26 07:05:00,100000.0,100000.0,0.0
2025-06-26 07:10:00,100000.0,100000.0,0.0
2025-06-26 07:15:00,100000.0,100000.0,0.0
2025-06-26 07:20:00,100000.0,100000.0,0.0
2025-06-26 07:25:00,100000.0,100000.0,0.0
2025-06-26 07:30:00,100000.0,100000.0,0.0
2025-06-26 07:35:00,100000.0,100000.0,0.0
2025-06-26 07:40:00,100000.0,100000.0,0.0
2025-06-26 07:45:00,100000.0,100000.0,0.0
2025-06-26 07:50:00,100000.0,100000.0,0.0
2025-06-26 07:55:00,100000.0,100000.0,0.0
2025-06-26 08:00:00,100000.0,100000.0,0.0
2025-06-26 08:05:00,100000.0,100000.0,0.0
2025-06-26 08:10:00,100000.0,100000.0,0.0
2025-06-26 08:15:00,100000.0,100000.0,0.0
2025-06-26 08:20:00,100000.0,100000.0,0.0
2025-06-26 08:25:00,100000.0,100000.0,0.0
2025-06-26 08:30:00,100000.0,100000.0,0.0
2025-06-26 08:35:00,100000.0,100000.0,0.0
2025-06-26 08:40:00,100000.0,100000.0,0.0
2025-06-26 08:45:00,100000.0,100000.0,0.0
2025-06-26 08:50:00,100000.0,100000.0,0.0
2025-06-26 08:55:00,100000.0,100000.0,0.0
2025-06-26 09:00:00,100000.0,100000.0,0.0
2025-06-26 09:05:00,100000.0,100000.0,0.0
2025-06-26 09:10:00,100000.0,100000.0,0.0
2025-06-26 09:15:00,100000.0,100000.0,0.0
2025-06-26 09:20:00,100000.0,100000.0,0.0
2025-06-26 09:25:00,100000.0,100000.0,0.0
2025-06-26 09:30:00,100000.0,100000.0,0.0
2025-06-26 09:35:00,100000.0,100000.0,0.0
2025-06-26 09:40:00,100000.0,100000.0,0.0
2025-06-26 09:45:00,100000.0,100000.0,0.0
2025-06-26 09:50:00,100000.0,100000.0,0.0
2025-06-26 09:55:00,100000.0,100000.0,0.0
2025-06-26 10:00:00,100000.0,100000.0,0.0
2025-06-26 10:05:00,100000.0,100000.0,0.0
2025-06-26 10:10:00,100000.0,100000.0,0.0
2025-06-26 10:15:00,100000.0,100000.0,0.0
2025-06-26 10:20:00,100000.0,100000.0,0.0
2025-06-26 10:25:00,100000.0,100000.0,0.0
2025-06-26 10:30:00,100000.0,100000.0,0.0
2025-06-26 10:35:00,100000.0,100000.0,0.0
2025-06-26 10:40:00,100000.0,100000.0,0.0
2025-06-26 10:45:00,100000.0,100000.0,0.0
2025-06-26 10:50:00,100000.0,100000.0,0.0
2025-06-26 10:55:00,100000.0,100000.0,0.0
2025-06-26 11:00:00,100000.0,100000.0,0.0
2025-06-26 11:05:00,100000.0,100000.0,0.0
2025-06-26 11:10:00,100000.0,100000.0,0.0
2025-06-26 11:15:00,100000.0,100000.0,0.0
2025-06-26 11:20:00,100000.0,100000.0,0.0
2025-06-26 11:25:00,100000.0,100000.0,0.0
2025-06-26 11:30:00,100000.0,100000.0,0.0
2025-06-26 11:35:00,100000.0,100000.0,0.0
2025-06-26 11:40:00,100000.0,100000.0,0.0
2025-06-26 11:45:00,100000.0,100000.0,0.0
2025-06-26 11:50:00,100000.0,100000.0,0.0
2025-06-26 11:55:00,100000.0,100000.0,0.0
2025-06-26 12:00:00,100000.0,100000.0,0.0
2025-06-26 12:05:00,100000.0,100000.0,0.0
2025-06-26 12:10:00,100000.0,100000.0,0.0
2025-06-26 12:15:00,100000.0,100000.0,0.0
2025-06-26 12:20:00,100000.0,100000.0,0.0
2025-06-26 12:25:00,100000.0,100000.0,0.0
2025-06-26 12:30:00,100000.0,100000.0,0.0
2025-06-26 12:35:00,100000.0,100000.0,0.0
2025-06-26 12:40:00,100000.0,100000.0,0.0
2025-06-26 12:45:00,100000.0,100000.0,0.0
2025-06-26 12:50:00,100000.0,100000.0,0.0
2025-06-26 12:55:00,100000.0,100000.0,0.0
2025-06-27 06:30:00,100000.0,100000.0,0.0
2025-06-27 06:35:00,100000.0,100000.0,0.0
2025-06-27 06:40:00,100000.0,100000.0,0.0
2025-06-27 06:45:00,100000.0,100000.0,0.0
2025-06-27 06:50:00,100000.0,100000.0,0.0
2025-06-27 06:55:00,100000.0,100000.0,0.0
2025-06-27 07:00:00,100000.0,100000.0,0.0
2025-06-27 07:05:00,100000.0,100000.0,0.0
2025-06-27 07:10:00,100000.0,100000.0,0.0
2025-06-27 07:15:00,100000.0,100000.0,0.0
2025-06-27 07:20:00,100000.0,100000.0,0.0
2025-06-27 07:25:00,100000.0,100000.0,0.0
2025-06-27 07:30:00,100000.0,100000.0,0.0
2025-06-27 07:35:00,100000.0,100000.0,0.0
2025-06-27 07:40:00,100000.0,100000.0,0.0
2025-06-27 07:45:00,100000.0,100000.0,0.0
2025-06-27 07:50:00,100000.0,100000.0,0.0
2025-06-27 07:55:00,100000.0,100000.0,0.0
2025-06-27 08:00:00,100000.0,100000.0,0.0
2025-06-27 08:05:00,100000.0,100000.0,0.0
2025-06-27 08:10:00,100000.0,100000.0,0.0
2025-06-27 08:15:00,100000.0,100000.0,0.0
2025-06-27 08:20:00,100000.0,100000.0,0.0
2025-06-27 08:25:00,100000.0,100000.0,0.0
2025-06-27 08:30:00,100000.0,100000.0,0.0
2025-06-27 08:35:00,100000.0,100000.0,0.0
2025-06-27 08:40:00,100000.0,100000.0,0.0
2025-06-27 08:45:00,100000.0,100000.0,0.0
2025-06-27 08:50:00,100000.0,100000.0,0.0
2025-06-27 08:55:00,100000.0,100000.0,0.0
2025-06-27 09:00:00,100000.0,100000.0,0.0
2025-06-27 09:05:00,100000.0,100000.0,0.0
2025-06-27 09:10:00,100000.0,100000.0,0.0
2025-06-27 09:15:00,100000.0,100000.0,0.0
2025-06-27 09:20:00,100000.0,100000.0,0.0
2025-06-27 09:25:00,100000.0,100000.0,0.0
2025-06-27 09:30:00,100000.0,100000.0,0.0
2025-06-27 09:35:00,100000.0,100000.0,0.0
2025-06-27 09:40:00,100000.0,100000.0,0.0
2025-06-27 09:45:00,100000.0,100000.0,0.0
2025-06-27 09:50:00,100000.0,100000.0,0.0
2025-06-27 09:55:00,100000.0,100000.0,0.0
2025-06-27 10:00:00,100000.0,100000.0,0.0
2025-06-27 10:05:00,100000.0,100000.0,0.0
2025-06-27 10:10:00,100000.0,100000.0,0.0
2025-06-27 10:15:00,100000.0,100000.0,0.0
2025-06-27 10:20:00,100000.0,100000.0,0.0
2025-06-27 10:25:00,100000.0,100000.0,0.0
2025-06-27 10:30:00,100000.0,100000.0,0.0
2025-06-27 10:35:00,100000.0,100000.0,0.0
2025-06-27 10:40:00,100000.0,100000.0,0.0
