timestamp,price,volume,rsi,adx,atr,range_low,range_high,sma_5,avg_volume,volume_spike_threshold,is_trending,is_choppy,bull_breakout,bear_breakdown,rsi_bullish,rsi_bearish,volume_spike,macro_bullish,macro_bearish,long_signal,short_signal,exit_long,exit_short,currently_long,currently_short,entry_price,stop_loss,take_profit,position,final_signal,signal_reason
2025-02-20 13:35:00-05:00,42.26,49524,46.72131147540976,39.024390243903326,0.32642857142857046,41.9,43.06,42.471999999999994,53531.35,80297.025,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,,,,0,HOLD,
2025-02-20 13:40:00-05:00,42.48,29411,47.580645161290235,38.49733162792838,0.32285714285714207,42.04,43.06,42.437999999999995,51820.75,77731.125,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,,,,0,HOLD,
2025-02-20 13:45:00-05:00,42.44,16882,42.978723404255206,39.86007633848767,0.30357142857142805,42.04,43.06,42.379999999999995,49867.45,74801.17499999999,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,,,,0,HOLD,
2025-02-20 13:50:00-05:00,42.42,26245,37.32718894009224,41.75578517145291,0.29214285714285637,42.04,43.06,42.366,48631.15,72946.725,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,,,,0,HOLD,
2025-02-20 13:55:00-05:00,42.97,52952,54.838709677419395,39.85296330704684,0.3114285714285704,42.04,43.06,42.513999999999996,48799.45,73199.17499999999,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,,,0,HOLD,
2025-02-20 14:00:00-05:00,43.03,59571,52.54237288135602,37.310274438610406,0.30928571428571366,42.04,43.06,42.668,49164.7,73747.04999999999,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,,,0,HOLD,
2025-02-20 14:05:00-05:00,42.88,67760,57.6744186046513,34.91263451499693,0.31071428571428533,42.04,43.17,42.748000000000005,48802.4,73203.6,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,,,0,HOLD,
2025-02-20 14:10:00-05:00,42.67,53782,45.89371980676323,33.03526359423757,0.3028571428571425,42.04,43.18,42.794000000000004,48441.0,72661.5,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,,,,0,HOLD,
2025-02-20 14:15:00-05:00,42.68,29409,45.89371980676323,31.663443854223654,0.29857142857142854,42.04,43.18,42.846000000000004,46597.55,69896.32500000001,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,,,,0,HOLD,
2025-02-20 14:20:00-05:00,42.5,19864,43.18181818181821,30.3234282793828,0.3014285714285713,42.04,43.18,42.751999999999995,42306.65,63459.975000000006,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,,,,0,HOLD,
