timestamp,open,high,low,close,volume,average,barCount
2025-02-10 09:30:00-05:00,603.99,604.1,603.39,603.47,977582.0,603.789,3835
2025-02-10 09:35:00-05:00,603.48,603.61,602.9,603.16,466703.0,603.212,2305
2025-02-10 09:40:00-05:00,603.15,603.18,602.74,603.1,280897.0,602.986,1556
2025-02-10 09:45:00-05:00,603.09,603.42,602.92,602.95,333828.0,603.169,1844
2025-02-10 09:50:00-05:00,602.95,603.47,602.81,603.38,169612.0,603.134,1042
2025-02-10 09:55:00-05:00,603.39,603.52,603.1,603.49,183211.0,603.393,1104
2025-02-10 10:00:00-05:00,603.51,604.16,603.33,604.13,253200.0,603.794,1355
2025-02-10 10:05:00-05:00,604.14,604.78,604.08,604.57,418787.0,604.477,2479
2025-02-10 10:10:00-05:00,604.56,604.69,604.23,604.39,245331.0,604.474,1433
2025-02-10 10:15:00-05:00,604.39,604.52,604.23,604.4,199266.0,604.378,897
2025-02-10 10:20:00-05:00,604.39,604.7,604.1,604.47,221196.0,604.396,1231
2025-02-10 10:25:00-05:00,604.48,604.79,604.39,604.73,192083.0,604.64,1111
2025-02-10 10:30:00-05:00,604.74,604.97,604.72,604.77,381486.0,604.903,1975
2025-02-10 10:35:00-05:00,604.79,604.95,604.67,604.77,159297.0,604.817,917
2025-02-10 10:40:00-05:00,604.77,604.96,604.56,604.81,193633.0,604.775,1085
2025-02-10 10:45:00-05:00,604.83,605.33,604.82,605.22,283241.0,605.128,1544
2025-02-10 10:50:00-05:00,605.22,605.27,605.01,605.14,157452.0,605.141,901
2025-02-10 10:55:00-05:00,605.15,605.25,604.81,604.87,162772.0,605.031,920
2025-02-10 11:00:00-05:00,604.85,605.13,604.82,604.91,157992.0,604.985,874
2025-02-10 11:05:00-05:00,604.9,604.92,604.55,604.75,169406.0,604.708,914
2025-02-10 11:10:00-05:00,604.75,604.93,604.53,604.66,113694.0,604.742,664
2025-02-10 11:15:00-05:00,604.65,604.67,604.1,604.27,223682.0,604.347,1497
2025-02-10 11:20:00-05:00,604.3,604.44,604.05,604.4,193345.0,604.195,1224
2025-02-10 11:25:00-05:00,604.42,604.58,604.24,604.31,147475.0,604.358,913
2025-02-10 11:30:00-05:00,604.32,604.36,603.84,604.03,163536.0,604.115,972
2025-02-10 11:35:00-05:00,604.03,604.31,603.98,604.28,146252.0,604.189,747
2025-02-10 11:40:00-05:00,604.26,604.36,604.13,604.22,119444.0,604.261,624
2025-02-10 11:45:00-05:00,604.21,604.35,603.94,604.08,125693.0,604.143,681
2025-02-10 11:50:00-05:00,604.08,604.34,604.06,604.27,79070.0,604.222,403
2025-02-10 11:55:00-05:00,604.25,604.49,604.25,604.43,144304.0,604.409,734
2025-02-10 12:00:00-05:00,604.41,604.46,604.06,604.06,92409.0,604.257,554
2025-02-10 12:05:00-05:00,604.08,604.09,603.59,603.82,176981.0,603.814,1012
2025-02-10 12:10:00-05:00,603.82,603.82,603.21,603.49,149903.0,603.428,812
2025-02-10 12:15:00-05:00,603.47,603.68,603.24,603.57,187386.0,603.438,887
2025-02-10 12:20:00-05:00,603.56,603.92,603.43,603.92,67308.0,603.682,378
2025-02-10 12:25:00-05:00,603.91,603.95,603.58,603.63,87740.0,603.802,405
2025-02-10 12:30:00-05:00,603.65,604.03,603.64,603.97,36326.0,603.878,235
2025-02-10 12:35:00-05:00,603.98,604.27,603.97,604.19,104810.0,604.108,552
2025-02-10 12:40:00-05:00,604.2,604.4,604.18,604.18,108109.0,604.265,587
2025-02-10 12:45:00-05:00,604.18,604.23,603.98,604.13,84761.0,604.126,496
2025-02-10 12:50:00-05:00,604.15,604.54,604.13,604.53,65718.0,604.344,413
2025-02-10 12:55:00-05:00,604.53,604.64,604.44,604.59,60182.0,604.54,422
2025-02-10 13:00:00-05:00,604.58,604.8,604.52,604.77,69365.0,604.686,389
2025-02-10 13:05:00-05:00,604.76,604.82,604.65,604.74,84702.0,604.738,545
2025-02-10 13:10:00-05:00,604.73,604.88,604.7,604.88,100868.0,604.804,521
2025-02-10 13:15:00-05:00,604.88,604.99,604.63,604.76,149705.0,604.828,773
2025-02-10 13:20:00-05:00,604.76,604.98,604.7,604.81,98260.0,604.819,520
2025-02-10 13:25:00-05:00,604.83,604.95,604.63,604.68,73918.0,604.756,444
2025-02-10 13:30:00-05:00,604.68,604.79,604.56,604.66,61904.0,604.669,382
2025-02-10 13:35:00-05:00,604.67,604.86,604.64,604.78,60593.0,604.739,395
2025-02-10 13:40:00-05:00,604.78,604.83,604.67,604.81,160831.0,604.753,653
2025-02-10 13:45:00-05:00,604.8,604.98,604.77,604.94,71255.0,604.858,469
2025-02-10 13:50:00-05:00,604.93,605.24,604.9,605.11,157508.0,605.07,786
2025-02-10 13:55:00-05:00,605.11,605.2,605.05,605.05,123152.0,605.119,712
2025-02-10 14:00:00-05:00,605.05,605.05,604.63,604.93,186723.0,604.882,974
2025-02-10 14:05:00-05:00,604.94,605.1,604.9,605.09,76708.0,604.996,413
2025-02-10 14:10:00-05:00,605.09,605.31,605.04,605.26,134343.0,605.189,608
2025-02-10 14:15:00-05:00,605.25,605.33,605.08,605.13,123293.0,605.243,574
2025-02-10 14:20:00-05:00,605.13,605.5,605.13,605.3,150982.0,605.359,849
2025-02-10 14:25:00-05:00,605.31,605.31,605.01,605.19,101489.0,605.142,546
2025-02-10 14:30:00-05:00,605.18,605.37,605.14,605.21,178061.0,605.218,462
2025-02-10 14:35:00-05:00,605.2,605.3,605.08,605.09,96656.0,605.179,488
2025-02-10 14:40:00-05:00,605.08,605.11,604.89,604.99,127295.0,604.995,630
2025-02-10 14:45:00-05:00,604.97,604.98,604.77,604.87,104762.0,604.885,618
2025-02-10 14:50:00-05:00,604.85,605.0,604.72,605.0,148087.0,604.847,647
2025-02-10 14:55:00-05:00,605.01,605.2,604.88,604.93,192369.0,605.025,680
2025-02-10 15:00:00-05:00,604.95,605.14,604.75,605.0,143347.0,604.979,853
2025-02-10 15:05:00-05:00,605.01,605.17,604.97,605.05,117681.0,605.058,644
2025-02-10 15:10:00-05:00,605.04,605.19,604.95,605.18,157358.0,605.087,693
2025-02-10 15:15:00-05:00,605.18,605.19,605.0,605.02,181393.0,605.122,788
2025-02-10 15:20:00-05:00,605.02,605.1,604.82,604.88,199274.0,604.945,932
2025-02-10 15:25:00-05:00,604.88,604.99,604.81,604.89,134745.0,604.91,600
2025-02-10 15:30:00-05:00,604.88,604.92,604.71,604.77,440794.0,604.812,1943
2025-02-10 15:35:00-05:00,604.77,604.77,604.5,604.68,356886.0,604.643,1643
2025-02-10 15:40:00-05:00,604.65,605.03,604.65,604.91,312562.0,604.826,1477
2025-02-10 15:45:00-05:00,604.92,604.92,604.53,604.74,440966.0,604.698,2159
2025-02-10 15:50:00-05:00,604.73,605.0,604.24,604.61,745986.0,604.536,3847
2025-02-10 15:55:00-05:00,604.6,604.91,604.34,604.79,1556384.0,604.685,7504
2025-02-11 09:30:00-05:00,602.55,603.41,602.43,603.28,722435.0,602.85,2703
2025-02-11 09:35:00-05:00,603.26,603.59,603.07,603.35,248360.0,603.318,1240
2025-02-11 09:40:00-05:00,603.33,603.49,603.15,603.44,223814.0,603.326,716
2025-02-11 09:45:00-05:00,603.41,603.44,603.13,603.17,183957.0,603.291,897
2025-02-11 09:50:00-05:00,603.15,603.59,603.15,603.4,124623.0,603.398,681
2025-02-11 09:55:00-05:00,603.4,603.49,603.21,603.33,112722.0,603.375,582
2025-02-11 10:00:00-05:00,603.31,603.97,602.93,603.22,422730.0,603.523,2476
2025-02-11 10:05:00-05:00,603.17,603.33,602.7,603.31,252596.0,603.007,1132
2025-02-11 10:10:00-05:00,603.33,603.49,603.1,603.3,128828.0,603.287,676
2025-02-11 10:15:00-05:00,603.3,603.56,603.26,603.3,110908.0,603.39,647
2025-02-11 10:20:00-05:00,603.32,603.74,603.14,603.58,145888.0,603.487,818
2025-02-11 10:25:00-05:00,603.56,604.26,603.52,604.15,249986.0,603.964,1275
2025-02-11 10:30:00-05:00,604.16,604.28,604.0,604.04,197773.0,604.128,857
2025-02-11 10:35:00-05:00,604.04,604.39,604.01,604.32,131429.0,604.197,649
2025-02-11 10:40:00-05:00,604.34,604.48,604.28,604.48,101008.0,604.387,652
2025-02-11 10:45:00-05:00,604.47,604.96,604.47,604.91,202409.0,604.712,1004
2025-02-11 10:50:00-05:00,604.89,605.22,604.88,605.15,202917.0,605.028,1090
2025-02-11 10:55:00-05:00,605.15,605.16,604.67,604.71,147088.0,604.898,800
2025-02-11 11:00:00-05:00,604.7,604.9,604.55,604.62,134907.0,604.676,802
2025-02-11 11:05:00-05:00,604.62,604.86,604.52,604.72,127116.0,604.731,662
2025-02-11 11:10:00-05:00,604.72,604.81,604.63,604.78,73594.0,604.698,396
2025-02-11 11:15:00-05:00,604.79,604.91,604.5,604.8,151080.0,604.736,901
2025-02-11 11:20:00-05:00,604.81,604.93,604.79,604.86,81334.0,604.86,474
2025-02-11 11:25:00-05:00,604.87,605.05,604.55,604.58,263597.0,604.847,1061
2025-02-11 11:30:00-05:00,604.62,604.76,604.48,604.6,112734.0,604.587,633
2025-02-11 11:35:00-05:00,604.6,604.88,604.44,604.8,105202.0,604.687,631
2025-02-11 11:40:00-05:00,604.83,604.89,604.69,604.83,70574.0,604.796,417
2025-02-11 11:45:00-05:00,604.85,604.88,604.65,604.65,85248.0,604.769,475
2025-02-11 11:50:00-05:00,604.66,604.7,604.22,604.23,219102.0,604.395,981
2025-02-11 11:55:00-05:00,604.22,604.3,604.03,604.21,194959.0,604.161,1145
2025-02-11 12:00:00-05:00,604.18,604.21,603.58,603.75,462340.0,603.963,2861
2025-02-11 12:05:00-05:00,603.75,603.77,603.1,603.43,341896.0,603.444,2015
2025-02-11 12:10:00-05:00,603.43,603.55,603.24,603.35,184534.0,603.369,1003
2025-02-11 12:15:00-05:00,603.34,603.94,603.23,603.9,274464.0,603.637,1522
2025-02-11 12:20:00-05:00,603.86,604.38,603.83,604.24,205064.0,604.12,1132
2025-02-11 12:25:00-05:00,604.28,604.42,604.13,604.32,132325.0,604.28,769
2025-02-11 12:30:00-05:00,604.34,604.43,604.12,604.13,100649.0,604.322,631
2025-02-11 12:35:00-05:00,604.14,604.15,603.85,604.03,119325.0,604.022,688
2025-02-11 12:40:00-05:00,604.02,604.11,603.83,603.94,64564.0,603.983,348
2025-02-11 12:45:00-05:00,603.94,604.05,603.87,603.92,63093.0,603.945,462
2025-02-11 12:50:00-05:00,603.92,603.96,603.6,603.79,98824.0,603.755,632
2025-02-11 12:55:00-05:00,603.79,603.83,603.67,603.76,56617.0,603.763,380
2025-02-11 13:00:00-05:00,603.75,603.78,603.5,603.68,119032.0,603.633,604
2025-02-11 13:05:00-05:00,603.7,603.89,603.62,603.89,95142.0,603.73,628
2025-02-11 13:10:00-05:00,603.89,604.04,603.55,603.82,150841.0,603.782,993
2025-02-11 13:15:00-05:00,603.84,604.1,603.78,604.07,163229.0,603.913,889
2025-02-11 13:20:00-05:00,604.08,604.19,603.86,603.89,80175.0,603.997,542
2025-02-11 13:25:00-05:00,603.88,604.03,603.85,603.97,45981.0,603.935,319
2025-02-11 13:30:00-05:00,603.98,604.54,603.95,604.51,129732.0,604.372,760
2025-02-11 13:35:00-05:00,604.51,605.22,604.44,604.97,221754.0,604.971,1312
