trade_number,timestamp,symbol,action,signal,quantity,price,commission,pnl,return_pct
233,2025-06-30T15:00:00-04:00,OKLO,BUY,BUY,1317,55.89,1.0,,
234,2025-06-30T15:05:00-04:00,OKLO,SELL,SELL,1317,55.68,1.0,-277.57000000000113,-0.37709149790926777
235,2025-06-30T15:25:00-04:00,OKLO,BUY,BUY,1308,56.06,1.0,,
236,2025-07-01T09:30:00-04:00,OKLO,SELL,SELL,1308,53.65,1.0,-3153.2800000000047,-4.300270512500914
237,2025-07-01T12:10:00-04:00,OKLO,BUY,BUY,1338,52.58,1.0,,
238,2025-07-01T13:20:00-04:00,OKLO,SELL,SELL,1338,52.49,1.0,-121.41999999999506,-0.17258671409223408
239,2025-07-01T13:45:00-04:00,OKLO,BUY,BUY,1327,52.91,1.0,,
240,2025-07-01T13:50:00-04:00,OKLO,SELL,SELL,1327,52.75,1.0,-213.31999999999547,-0.3038202418740626
241,2025-07-01T14:35:00-04:00,OKLO,BUY,BUY,1333,52.55,1.0,,
242,2025-07-01T14:40:00-04:00,OKLO,SELL,SELL,1333,52.51,1.0,-54.31999999999886,-0.07754444494408487
243,2025-07-01T15:45:00-04:00,OKLO,BUY,BUY,1338,52.3,1.0,,
244,2025-07-01T15:50:00-04:00,OKLO,SELL,SELL,1338,52.06,1.0,-322.1199999999932,-0.4603134681558784
245,2025-07-02T10:05:00-04:00,OKLO,BUY,BUY,1345,51.79,1.0,,
246,2025-07-02T10:10:00-04:00,OKLO,SELL,SELL,1345,51.37,1.0,-565.9000000000023,-0.8123913001347318
247,2025-07-02T10:15:00-04:00,OKLO,BUY,BUY,1330,51.97,1.0,,
248,2025-07-02T10:25:00-04:00,OKLO,SELL,SELL,1330,51.5,1.0,-626.0999999999985,-0.9058015569775346
249,2025-07-02T10:30:00-04:00,OKLO,BUY,BUY,1325,51.72,1.0,,
250,2025-07-02T11:00:00-04:00,OKLO,SELL,SELL,1325,50.75,1.0,-1286.2499999999984,-1.8769152196118466
251,2025-07-02T12:20:00-04:00,OKLO,BUY,BUY,1324,50.83,1.0,,
252,2025-07-02T13:10:00-04:00,OKLO,SELL,SELL,1324,50.88,1.0,65.20000000000564,0.0968797585494985
253,2025-07-02T13:15:00-04:00,OKLO,BUY,BUY,1321,51.01,1.0,,
254,2025-07-02T13:20:00-04:00,OKLO,SELL,SELL,1321,50.84,1.0,-225.56999999999286,-0.33474704612479933
255,2025-07-02T13:25:00-04:00,OKLO,BUY,BUY,1318,50.97,1.0,,
256,2025-07-02T13:30:00-04:00,OKLO,SELL,SELL,1318,50.86,1.0,-145.97999999999925,-0.2172985611971267
257,2025-07-02T14:05:00-04:00,OKLO,BUY,BUY,1314,50.99,1.0,,
258,2025-07-02T14:20:00-04:00,OKLO,SELL,SELL,1314,50.89,1.0,-132.40000000000185,-0.19760645450738512
